Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AttritionFlag,AgeGroup,IncomeBand,TenureGroup,EarlyCareerFlag,YearsWithoutPromotion,RoleTenureRatio,ManagerTenureRatio,CompanyExperienceRatio,OvertimeRiskFlag,SatisfactionIndex,CompaRatio,JobHopIntensity,StagnationRiskFlag
29,No,Travel_Rarely,718,Research & Development,8,1,Medical,2,Male,79,2,2,Manufacturing Director,4,Married,5056,17689,1,Yes,15,3,3,1,10,2,2,10,7,1,2,0,26-35,Upper-Middle,6-10 years,0,9,0.7,0.2,1.0,1,2.75,0.9188922802135718,0.09090909090909091,0
38,No,Travel_Rarely,433,Human Resources,1,3,Human Resources,3,Male,37,4,1,Human Resources,3,Married,2844,6004,1,No,13,3,4,1,7,2,4,7,6,5,0,0,36-45,Low,6-10 years,0,2,0.8571428571428571,0.0,1.0,0,3.5,1.0204831179644418,0.125,0
28,No,Travel_Frequently,773,Research & Development,6,3,Life Sciences,3,Male,39,2,1,Research Scientist,3,Divorced,2703,22088,1,Yes,14,3,4,1,3,2,3,3,1,0,2,0,26-35,Low,2-3 years,1,3,0.3333333333333333,0.6666666666666666,1.0,1,3.25,0.9698895456602975,0.25,0
18,Yes,Non-Travel,247,Research & Development,8,1,Medical,3,Male,80,3,1,Laboratory Technician,3,Single,1904,13556,1,No,12,3,4,0,0,0,3,0,0,0,0,1,18-25,Low,0-1 years,1,0,0.0,0.0,0.0,0,3.25,0.6831926359368133,1.0,0
33,Yes,Travel_Rarely,603,Sales,9,4,Marketing,1,Female,77,3,2,Sales Executive,1,Single,8224,18385,0,Yes,17,3,1,0,6,3,3,5,2,0,3,1,26-35,Upper-Middle,4-5 years,0,5,0.4,0.6,0.8333333333333334,1,1.5,1.4946538988284048,0.0,0
41,No,Travel_Rarely,167,Research & Development,12,4,Life Sciences,2,Male,46,3,1,Laboratory Technician,4,Married,4766,9051,3,Yes,11,3,1,1,6,4,3,1,0,0,0,0,36-45,Lower-Middle,0-1 years,0,1,0.0,0.0,0.1666666666666666,1,2.5,1.7101345078124224,0.42857142857142855,0
31,Yes,Travel_Frequently,874,Research & Development,15,3,Medical,3,Male,72,3,1,Laboratory Technician,3,Married,2610,6233,1,No,12,3,3,1,2,5,2,2,2,2,2,1,26-35,Low,2-3 years,1,0,1.0,1.0,1.0,0,2.75,0.9365193171192662,0.3333333333333333,0
37,No,Travel_Rarely,367,Research & Development,25,2,Medical,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731,17171,7,No,13,3,3,2,9,2,3,6,2,1,3,0,36-45,Upper-Middle,6-10 years,0,5,0.3333333333333333,0.5,0.6666666666666666,0,3.25,1.0415687614525277,0.7,0
27,No,Travel_Rarely,199,Research & Development,6,3,Life Sciences,4,Male,55,2,1,Research Scientist,3,Married,2539,7950,1,No,13,3,3,1,4,0,3,4,2,2,2,0,26-35,Low,4-5 years,1,2,0.5,0.5,1.0,0,3.25,0.9110431211363283,0.2,0
34,No,Travel_Rarely,1400,Sales,9,1,Life Sciences,2,Female,70,3,2,Sales Executive,3,Married,5714,5829,1,No,20,4,1,0,6,3,2,6,5,1,3,0,26-35,Upper-Middle,6-10 years,0,5,0.8333333333333334,0.5,1.0,0,2.0,1.0384791315546578,0.14285714285714285,0
35,No,Travel_Rarely,528,Human Resources,8,4,Technical Degree,3,Male,100,3,1,Human Resources,3,Single,4323,7108,1,No,17,3,2,0,6,2,1,5,4,1,4,0,26-35,Lower-Middle,4-5 years,0,4,0.8,0.8,0.8333333333333334,0,2.25,1.5511773976653593,0.14285714285714285,0
29,Yes,Travel_Rarely,408,Sales,23,1,Life Sciences,4,Female,45,2,3,Sales Executive,1,Married,7336,11162,1,No,13,3,1,1,11,3,1,11,8,3,10,1,26-35,Upper-Middle,11+ years,0,8,0.7272727272727273,0.9090909090909092,1.0,0,1.75,0.7472559307453972,0.08333333333333333,0
40,No,Travel_Frequently,593,Research & Development,9,4,Medical,2,Female,88,3,3,Research Director,3,Single,13499,13782,9,No,17,3,3,0,20,3,2,18,7,2,13,0,36-45,High,11+ years,0,16,0.3888888888888889,0.7222222222222222,0.9,0,2.5,1.3750283273080857,0.42857142857142855,0
42,Yes,Travel_Frequently,481,Sales,12,3,Life Sciences,3,Male,44,3,4,Sales Executive,1,Single,13758,2447,0,Yes,12,3,2,0,22,2,2,21,9,13,14,1,36-45,High,11+ years,0,8,0.4285714285714285,0.6666666666666666,0.9545454545454546,1,2.0,0.8873963201920894,0.0,1
42,No,Travel_Rarely,647,Sales,4,4,Marketing,2,Male,45,3,2,Sales Executive,1,Single,5155,2253,7,No,13,3,4,0,9,3,4,6,4,1,5,0,36-45,Upper-Middle,6-10 years,0,5,0.6666666666666666,0.8333333333333334,0.6666666666666666,0,2.75,0.9368848307952853,0.7,0
35,No,Travel_Rarely,982,Research & Development,1,4,Medical,4,Male,58,2,1,Laboratory Technician,3,Married,2258,16340,6,No,12,3,2,1,10,2,3,8,0,1,7,0,26-35,Low,6-10 years,0,7,0.0,0.875,0.8,0,3.0,0.8102147961897713,0.5454545454545454,0
24,No,Travel_Rarely,477,Research & Development,24,3,Medical,4,Male,49,3,1,Laboratory Technician,2,Single,3597,6409,8,No,22,4,4,0,6,2,3,4,3,1,2,0,18-25,Lower-Middle,4-5 years,0,3,0.75,0.5,0.6666666666666666,0,3.25,1.290674323248276,1.1428571428571428,0
28,Yes,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,3,Female,79,3,1,Laboratory Technician,4,Married,2515,22955,1,Yes,11,3,4,0,1,4,2,1,1,0,0,1,26-35,Low,0-1 years,1,1,1.0,0.0,1.0,1,3.25,0.9024314492547718,0.5,0
26,No,Travel_Rarely,1384,Research & Development,3,4,Medical,1,Male,82,4,1,Laboratory Technician,4,Married,4420,13421,1,No,22,4,2,1,8,2,3,8,7,0,7,0,26-35,Lower-Middle,6-10 years,0,8,0.875,0.875,1.0,0,2.5,1.5859829048533167,0.1111111111111111,0
30,No,Travel_Rarely,852,Sales,10,3,Marketing,3,Male,72,2,2,Sales Executive,3,Married,6578,2706,1,No,18,3,1,1,10,3,3,10,3,1,4,0,26-35,Upper-Middle,6-10 years,0,9,0.3,0.4,1.0,0,2.5,1.1955050275405212,0.09090909090909091,0
40,No,Travel_Frequently,902,Research & Development,26,2,Medical,3,Female,92,2,2,Research Scientist,4,Married,4422,21203,3,Yes,13,3,4,1,16,3,1,1,1,0,0,0,36-45,Lower-Middle,0-1 years,0,1,1.0,0.0,0.0625,1,3.0,0.8036672593165377,0.17647058823529413,0
35,No,Travel_Rarely,819,Research & Development,2,3,Life Sciences,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274,19588,2,No,18,3,2,1,15,2,4,7,7,6,4,0,26-35,High,6-10 years,0,1,1.0,0.5714285714285714,0.4666666666666667,0,2.75,1.046525004427237,0.125,0
34,No,Travel_Frequently,669,Research & Development,1,3,Medical,4,Male,97,2,2,Healthcare Representative,1,Single,5343,25755,0,No,20,4,3,0,14,3,3,13,9,4,9,0,26-35,Upper-Middle,11+ years,0,9,0.6923076923076923,0.6923076923076923,0.9285714285714286,0,2.75,0.9710525026070241,0.0,0
35,No,Travel_Frequently,636,Research & Development,4,4,Other,4,Male,47,2,1,Laboratory Technician,4,Married,2376,26537,1,No,13,3,2,1,2,2,4,2,2,2,2,0,26-35,Low,2-3 years,1,0,1.0,1.0,1.0,0,3.5,0.8525555162740907,0.3333333333333333,0
43,Yes,Travel_Rarely,1372,Sales,9,3,Marketing,1,Female,85,1,2,Sales Executive,3,Single,5346,9489,8,No,13,3,2,0,7,2,2,4,3,1,3,1,36-45,Upper-Middle,4-5 years,0,3,0.75,0.75,0.5714285714285714,0,2.0,0.9715977314125306,1.0,0
32,No,Non-Travel,862,Sales,2,1,Life Sciences,3,Female,76,3,1,Sales Representative,1,Divorced,2827,14947,1,No,12,3,3,3,1,3,3,1,0,0,0,0,26-35,Low,0-1 years,1,1,0.0,0.0,1.0,0,2.5,1.014383183715006,0.5,0
56,No,Travel_Rarely,718,Research & Development,4,4,Technical Degree,4,Female,92,3,5,Manager,1,Divorced,19943,18575,4,No,13,3,4,1,28,2,3,5,2,4,2,0,56+,High,4-5 years,0,1,0.4,0.4,0.1785714285714285,0,3.0,1.039140304296213,0.13793103448275862,0
29,No,Travel_Rarely,1401,Research & Development,6,1,Medical,2,Female,54,3,1,Laboratory Technician,4,Married,3131,26342,1,No,13,3,1,1,10,5,3,10,8,0,8,0,26-35,Lower-Middle,6-10 years,0,10,0.8,0.8,1.0,0,2.5,1.123464360881388,0.09090909090909091,0
19,No,Travel_Rarely,645,Research & Development,9,2,Life Sciences,3,Male,54,3,1,Research Scientist,1,Single,2552,7172,1,No,25,4,3,0,1,4,3,1,1,0,0,0,18-25,Low,0-1 years,1,1,1.0,0.0,1.0,0,2.5,0.9157077767388381,0.5,0
45,No,Travel_Rarely,1457,Research & Development,7,3,Medical,1,Female,83,3,1,Research Scientist,3,Married,4477,20100,4,Yes,19,3,3,1,7,2,2,3,2,0,2,0,36-45,Lower-Middle,2-3 years,0,3,0.6666666666666666,0.6666666666666666,0.4285714285714285,1,2.25,1.6064356255720134,0.5,0
37,No,Travel_Rarely,977,Research & Development,1,3,Life Sciences,4,Female,56,2,2,Manufacturing Director,4,Married,6474,9961,1,No,13,3,2,1,14,2,2,14,8,3,11,0,36-45,Upper-Middle,11+ years,0,11,0.5714285714285714,0.7857142857142857,1.0,0,3.0,1.1766037622829635,0.06666666666666667,0
20,No,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,Male,87,2,1,Laboratory Technician,3,Single,3033,12828,1,No,12,3,1,0,2,2,2,2,2,1,2,0,18-25,Lower-Middle,2-3 years,1,1,1.0,1.0,1.0,0,1.75,1.088300034031699,0.3333333333333333,0
44,Yes,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,3,Male,96,3,1,Research Scientist,3,Single,2936,10826,1,Yes,11,3,3,0,6,4,3,6,4,0,2,1,36-45,Lower-Middle,6-10 years,0,6,0.6666666666666666,0.3333333333333333,1.0,1,3.0,1.0534945268437417,0.14285714285714285,0
53,No,Travel_Rarely,1223,Research & Development,7,2,Medical,4,Female,50,3,5,Manager,3,Divorced,18606,18640,3,No,18,3,2,1,26,6,3,7,7,4,7,0,46-55,High,6-10 years,0,3,1.0,1.0,0.2692307692307692,0,3.0,0.9694752294908159,0.1111111111111111,0
29,No,Travel_Rarely,942,Research & Development,15,1,Life Sciences,2,Female,69,1,1,Research Scientist,4,Married,2168,26933,0,Yes,18,3,1,1,6,2,2,5,4,1,3,0,26-35,Low,4-5 years,0,4,0.8,0.6,0.8333333333333334,1,2.25,0.7779210266339345,0.0,0
22,Yes,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,3,Male,48,2,1,Research Scientist,4,Married,2853,4223,0,Yes,11,3,2,1,1,5,3,0,0,0,0,1,18-25,Low,0-1 years,1,0,0.0,0.0,0.0,1,3.0,1.0237124949200254,0.0,0
46,No,Travel_Rarely,1402,Sales,2,3,Marketing,3,Female,69,3,4,Manager,1,Married,17048,24097,8,No,23,4,1,0,28,2,3,26,15,15,9,0,46-55,High,11+ years,0,11,0.5769230769230769,0.3461538461538461,0.9285714285714286,0,2.0,1.0996025924287498,0.27586206896551724,0
44,No,Non-Travel,111,Research & Development,17,3,Life Sciences,4,Male,74,1,1,Research Scientist,3,Single,2290,4279,2,No,13,3,4,0,6,3,3,0,0,0,0,0,36-45,Low,0-1 years,0,0,0.0,0.0,0.0,0,3.5,0.82169702536518,0.2857142857142857,0
33,No,Travel_Rarely,147,Human Resources,2,3,Human Resources,2,Male,99,3,1,Human Resources,3,Married,3600,8429,1,No,13,3,4,1,5,2,3,5,4,1,4,0,26-35,Lower-Middle,4-5 years,1,4,0.8,0.8,1.0,0,3.0,1.2917507822334706,0.16666666666666666,0
41,Yes,Non-Travel,906,Research & Development,5,2,Life Sciences,1,Male,95,2,1,Research Scientist,1,Divorced,2107,20293,6,No,17,3,1,1,5,2,1,1,0,0,0,1,36-45,Low,0-1 years,1,1,0.0,0.0,0.2,0,1.0,0.7560330272683118,1.0,0
30,No,Travel_Rarely,1329,Sales,29,4,Life Sciences,3,Male,61,3,2,Sales Executive,1,Divorced,4115,13192,8,No,19,3,3,3,8,3,3,4,3,0,3,0,26-35,Lower-Middle,4-5 years,0,4,0.75,0.75,0.5,0,2.5,0.7478721782197089,0.8888888888888888,0
40,No,Travel_Frequently,1184,Sales,2,4,Medical,2,Male,62,3,2,Sales Executive,2,Married,4327,25440,5,No,12,3,4,3,5,2,3,0,0,0,0,0,36-45,Lower-Middle,0-1 years,1,0,0.0,0.0,0.0,0,2.75,0.7864016804754994,0.8333333333333334,0
50,No,Travel_Frequently,1421,Research & Development,2,3,Medical,4,Female,30,3,4,Manager,1,Married,17856,9490,2,No,22,4,3,1,32,3,3,2,2,2,2,0,46-55,High,2-3 years,0,0,1.0,1.0,0.0625,0,2.75,1.151718904880793,0.06060606060606061,0
28,No,Travel_Rarely,1179,Research & Development,19,4,Medical,4,Male,78,2,1,Laboratory Technician,1,Married,3196,12449,1,No,12,3,3,3,6,2,3,6,5,3,3,0,26-35,Lower-Middle,6-10 years,0,3,0.8333333333333334,0.5,1.0,0,2.75,1.1467876388939366,0.14285714285714285,0
46,No,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,4,Male,52,3,5,Research Director,2,Married,19081,10849,5,No,11,3,1,1,25,2,3,4,2,0,3,0,46-55,High,4-5 years,0,4,0.5,0.75,0.16,0,2.5,0.9942253495600483,0.19230769230769232,0
35,No,Travel_Rarely,1361,Sales,17,4,Life Sciences,3,Male,94,3,2,Sales Executive,1,Married,8966,21026,3,Yes,15,3,4,3,15,2,3,7,7,1,7,0,26-35,High,6-10 years,0,6,1.0,1.0,0.4666666666666667,1,2.75,1.6295071567236719,0.1875,0
24,Yes,Travel_Rarely,984,Research & Development,17,2,Life Sciences,4,Female,97,3,1,Laboratory Technician,2,Married,2210,3372,1,No,13,3,1,1,1,3,1,1,0,0,0,1,18-25,Low,0-1 years,1,1,0.0,0.0,1.0,0,2.0,0.7929914524266584,0.5,0
33,No,Travel_Frequently,1146,Sales,25,3,Medical,2,Female,82,3,2,Sales Executive,3,Married,4539,4905,1,No,12,3,1,1,10,3,2,10,7,0,1,0,26-35,Lower-Middle,6-10 years,0,10,0.7,0.1,1.0,0,2.0,0.8249311827312901,0.09090909090909091,0
36,No,Travel_Rarely,917,Research & Development,6,4,Life Sciences,3,Male,60,1,1,Laboratory Technician,3,Divorced,2741,6865,1,No,14,3,3,1,7,4,3,7,7,1,7,0,36-45,Low,6-10 years,0,6,1.0,1.0,1.0,0,3.0,0.9835246928060952,0.125,0
30,No,Travel_Rarely,853,Research & Development,7,4,Life Sciences,3,Male,49,3,2,Laboratory Technician,3,Divorced,3491,11309,1,No,13,3,1,3,10,4,2,10,7,8,9,0,26-35,Lower-Middle,6-10 years,0,2,0.7,0.9,1.0,0,2.25,0.634464586674363,0.09090909090909091,0
44,No,Travel_Rarely,200,Research & Development,29,4,Other,4,Male,32,3,2,Research Scientist,4,Single,4541,7744,1,No,25,4,2,0,20,3,3,20,11,13,17,0,36-45,Lower-Middle,11+ years,0,7,0.55,0.85,1.0,0,3.25,0.8252946686016277,0.047619047619047616,0
20,No,Travel_Rarely,654,Sales,21,3,Marketing,3,Male,43,4,1,Sales Representative,4,Single,2678,5050,1,No,17,3,4,0,2,2,3,2,1,2,2,0,18-25,Low,2-3 years,1,0,0.5,1.0,1.0,0,3.5,0.9609190541170095,0.3333333333333333,0
46,No,Travel_Rarely,150,Research & Development,2,4,Technical Degree,4,Male,60,3,2,Manufacturing Director,4,Divorced,7379,17433,2,No,11,3,3,1,12,3,2,6,3,1,4,0,46-55,Upper-Middle,6-10 years,0,5,0.5,0.6666666666666666,0.5,0,3.25,1.341081118610749,0.15384615384615385,0
42,No,Non-Travel,179,Human Resources,2,5,Medical,4,Male,79,4,2,Human Resources,1,Married,6272,12858,7,No,16,3,1,1,10,3,4,4,3,0,3,0,36-45,Upper-Middle,4-5 years,0,4,0.75,0.75,0.4,0,2.5,1.1398916893788613,0.6363636363636364,0
60,No,Travel_Rarely,696,Sales,7,4,Marketing,2,Male,52,4,2,Sales Executive,4,Divorced,5220,10893,0,Yes,18,3,2,1,12,3,3,11,7,1,9,0,56+,Upper-Middle,11+ years,0,10,0.6363636363636364,0.8181818181818182,0.9166666666666666,1,2.75,0.9486981215812589,0.0,0
32,No,Travel_Frequently,116,Research & Development,13,3,Other,3,Female,77,2,1,Laboratory Technician,2,Married,2743,7331,1,No,20,4,3,1,2,2,3,2,2,2,2,0,26-35,Low,2-3 years,1,0,1.0,1.0,1.0,0,2.75,0.9842423321295583,0.3333333333333333,0
32,No,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,4,Female,38,3,2,Research Scientist,3,Single,4998,2338,4,Yes,14,3,4,0,10,2,3,8,7,0,7,0,26-35,Upper-Middle,6-10 years,0,8,0.875,0.875,0.8,1,3.5,0.9083511899737801,0.36363636363636365,0
36,No,Travel_Rarely,363,Research & Development,1,3,Technical Degree,3,Female,77,1,3,Manufacturing Director,1,Divorced,10252,4235,2,Yes,21,4,3,1,17,2,3,7,7,7,7,0,36-45,High,6-10 years,0,0,1.0,1.0,0.4117647058823529,1,2.5,1.0442840515269645,0.1111111111111111,0
33,No,Travel_Rarely,117,Research & Development,9,3,Medical,1,Male,60,3,1,Research Scientist,4,Married,2781,6311,0,No,13,3,2,1,15,5,3,14,10,4,10,0,26-35,Low,11+ years,0,10,0.7142857142857143,0.7142857142857143,0.9333333333333332,0,2.5,0.9978774792753561,0.0,0
40,No,Travel_Rarely,107,Sales,10,3,Technical Degree,2,Female,84,2,2,Sales Executive,2,Divorced,6852,11591,7,No,12,3,2,1,7,2,4,5,1,1,3,0,36-45,Upper-Middle,4-5 years,0,4,0.2,0.6,0.7142857142857143,0,2.5,1.2453025917767788,0.875,0
25,No,Travel_Rarely,1356,Sales,10,4,Life Sciences,3,Male,57,3,2,Sales Executive,4,Single,4950,20623,0,No,14,3,2,0,5,4,3,4,3,1,1,0,18-25,Upper-Middle,4-5 years,1,3,0.75,0.25,0.8,0,3.0,0.8996275290856764,0.0,0
30,No,Travel_Rarely,1465,Research & Development,1,3,Medical,4,Male,63,3,1,Research Scientist,2,Married,3579,9369,0,Yes,21,4,1,1,12,2,3,11,9,5,7,0,26-35,Lower-Middle,11+ years,0,6,0.8181818181818182,0.6363636363636364,0.9166666666666666,1,2.5,1.2842155693371087,0.0,0
42,No,Travel_Frequently,458,Research & Development,26,5,Medical,1,Female,60,3,3,Research Director,1,Married,13191,23281,3,Yes,17,3,3,0,20,6,3,1,0,0,0,0,36-45,High,0-1 years,0,1,0.0,0.0,0.05,1,2.0,1.3436549867042713,0.14285714285714285,0
35,No,Non-Travel,1212,Sales,8,2,Marketing,3,Female,78,2,3,Sales Executive,4,Married,10377,13755,4,Yes,11,3,2,1,16,6,2,13,2,4,12,0,26-35,High,11+ years,0,9,0.1538461538461538,0.9230769230769232,0.8125,1,2.75,1.0570167384603308,0.23529411764705882,1
27,No,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1,Male,42,3,1,Research Scientist,1,Married,2235,14377,1,Yes,14,3,4,2,9,3,2,9,7,6,8,0,26-35,Low,6-10 years,0,3,0.7777777777777778,0.8888888888888888,1.0,1,2.0,0.8019619439699464,0.1,1
54,No,Travel_Frequently,966,Research & Development,1,4,Life Sciences,4,Female,53,3,3,Manufacturing Director,3,Divorced,10502,9659,7,No,17,3,1,1,33,2,1,5,4,1,4,0,46-55,High,4-5 years,0,4,0.8,0.8,0.1515151515151515,0,2.25,1.069749425393697,0.20588235294117646,0
44,No,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1,Female,72,4,1,Research Scientist,4,Married,2011,19982,1,No,13,3,4,1,10,5,3,10,5,7,7,0,36-45,Low,6-10 years,0,3,0.5,0.7,1.0,0,3.0,0.721586339742086,0.09090909090909091,0
19,Yes,Non-Travel,504,Research & Development,10,3,Medical,1,Female,96,2,1,Research Scientist,2,Single,1859,6148,1,Yes,25,4,2,0,1,2,4,1,1,0,0,1,18-25,Low,0-1 years,1,1,1.0,0.0,1.0,1,2.25,0.667045751158895,0.5,0
29,No,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,Female,97,3,1,Research Scientist,4,Divorced,3760,5598,1,No,15,3,1,3,3,5,3,3,2,1,2,0,26-35,Lower-Middle,2-3 years,1,2,0.6666666666666666,0.6666666666666666,1.0,0,2.25,1.3491619281105138,0.25,0
54,No,Travel_Rarely,685,Research & Development,3,3,Life Sciences,4,Male,85,3,4,Research Director,4,Married,17779,23474,3,No,14,3,1,0,36,2,3,10,9,0,9,0,46-55,High,6-10 years,0,10,0.9,0.9,0.2777777777777778,0,3.0,1.1467523751050412,0.08108108108108109,0
31,No,Travel_Rarely,1332,Research & Development,11,2,Medical,3,Male,80,3,2,Healthcare Representative,1,Married,6833,17089,1,Yes,12,3,4,0,6,2,2,6,5,0,1,0,26-35,Upper-Middle,6-10 years,0,6,0.8333333333333334,0.1666666666666666,1.0,1,2.5,1.2418494760085712,0.14285714285714285,0
31,No,Travel_Rarely,1062,Research & Development,24,3,Medical,3,Female,96,2,2,Healthcare Representative,1,Single,6812,17198,1,No,19,3,2,0,10,2,3,10,9,1,8,0,26-35,Upper-Middle,6-10 years,0,9,0.9,0.8,1.0,0,2.25,1.238032874370026,0.09090909090909091,0
59,No,Travel_Rarely,326,Sales,3,3,Life Sciences,3,Female,48,2,2,Sales Executive,4,Single,5171,16490,5,No,17,3,4,0,13,2,3,6,1,0,5,0,56+,Upper-Middle,6-10 years,0,6,0.1666666666666666,0.8333333333333334,0.4615384615384615,0,3.5,0.9397927177579865,0.35714285714285715,0
43,No,Travel_Rarely,920,Research & Development,3,3,Life Sciences,3,Male,96,1,5,Research Director,4,Married,19740,18625,3,No,14,3,2,1,25,2,3,8,7,0,7,0,36-45,High,6-10 years,0,8,0.875,0.875,0.32,0,3.0,1.0285628845613624,0.11538461538461539,0
49,No,Travel_Rarely,1098,Research & Development,4,2,Medical,1,Male,85,2,5,Manager,3,Married,18711,12124,2,No,13,3,3,1,23,2,4,1,0,0,0,0,46-55,High,0-1 years,0,1,0.0,0.0,0.0434782608695652,0,2.75,0.9749463086640147,0.08333333333333333,0
36,No,Travel_Frequently,469,Research & Development,3,3,Technical Degree,3,Male,46,3,1,Research Scientist,2,Married,3692,9256,1,No,12,3,3,0,12,2,2,11,10,0,7,0,36-45,Lower-Middle,11+ years,0,11,0.9090909090909092,0.6363636363636364,0.9166666666666666,0,2.5,1.3247621911127705,0.07692307692307693,0
48,No,Travel_Rarely,969,Research & Development,2,2,Technical Degree,4,Male,76,4,1,Laboratory Technician,2,Single,2559,16620,5,No,11,3,3,0,7,4,2,1,0,0,0,0,46-55,Low,0-1 years,0,1,0.0,0.0,0.1428571428571428,0,2.75,0.9182195143709587,0.625,0
27,No,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1,Male,76,3,1,Research Scientist,3,Divorced,2517,3208,1,No,11,3,2,3,5,2,3,5,3,0,3,0,26-35,Low,4-5 years,1,5,0.6,0.6,1.0,0,2.25,0.9031490885782348,0.16666666666666666,0
29,No,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,3,Male,82,3,2,Healthcare Representative,4,Divorced,6623,4204,1,Yes,11,3,2,2,6,2,3,6,0,1,0,0,26-35,Upper-Middle,6-10 years,0,5,0.0,0.0,1.0,1,3.0,1.2036834596231183,0.14285714285714285,0
48,No,Travel_Rarely,715,Research & Development,1,3,Life Sciences,4,Male,76,2,5,Research Director,4,Single,18265,8733,6,No,12,3,3,0,25,3,4,1,0,0,0,0,46-55,High,0-1 years,0,1,0.0,0.0,0.04,0,3.75,0.9517072485569038,0.23076923076923078,0
29,No,Travel_Rarely,694,Research & Development,1,3,Life Sciences,4,Female,87,2,4,Research Director,4,Divorced,16124,3423,3,No,14,3,2,2,9,2,2,7,7,1,7,0,26-35,High,6-10 years,0,6,1.0,1.0,0.7777777777777778,0,3.0,1.0400042351197303,0.3,0
34,No,Travel_Rarely,1320,Research & Development,20,3,Technical Degree,3,Female,89,4,1,Research Scientist,3,Married,2585,21643,0,No,17,3,4,0,2,5,2,1,0,0,0,0,26-35,Low,0-1 years,1,1,0.0,0.0,0.5,0,3.0,0.9275488255759782,0.0,0
44,No,Travel_Rarely,1099,Sales,5,3,Marketing,2,Male,88,3,5,Manager,2,Married,18213,8751,7,No,11,3,3,1,26,5,3,22,9,3,10,0,36-45,High,11+ years,0,19,0.4090909090909091,0.4545454545454545,0.8461538461538461,0,2.5,0.9489977617282721,0.25925925925925924,0
33,No,Travel_Rarely,536,Sales,10,5,Marketing,4,Male,82,4,3,Sales Executive,3,Divorced,8380,21708,0,Yes,14,3,4,2,10,3,3,9,8,0,8,0,26-35,High,6-10 years,0,9,0.8888888888888888,0.8888888888888888,0.9,1,3.5,0.853599332012872,0.0,0
19,No,Travel_Rarely,265,Research & Development,25,3,Life Sciences,2,Female,57,4,1,Research Scientist,4,Single,2994,21221,1,Yes,12,3,4,0,1,2,3,1,0,0,1,0,18-25,Lower-Middle,0-1 years,1,1,0.0,1.0,1.0,1,3.25,1.0743060672241698,0.5,0
23,No,Travel_Rarely,373,Research & Development,1,2,Life Sciences,4,Male,47,3,1,Research Scientist,3,Married,1223,16901,1,No,22,4,4,1,1,2,3,1,0,0,1,0,18-25,Low,0-1 years,1,1,0.0,1.0,1.0,0,3.5,0.4388364462976485,0.5,0
25,Yes,Travel_Frequently,599,Sales,24,1,Life Sciences,3,Male,73,1,1,Sales Representative,4,Single,1118,8040,1,Yes,14,3,4,0,1,4,3,1,0,1,0,1,18-25,Low,0-1 years,1,0,0.0,0.0,1.0,1,3.5,0.4011603818158389,0.5,0
26,No,Travel_Rarely,583,Research & Development,4,2,Life Sciences,3,Male,53,3,1,Research Scientist,4,Single,2875,9973,1,Yes,20,4,2,0,8,2,2,8,5,2,2,0,26-35,Low,6-10 years,0,6,0.625,0.25,1.0,1,2.75,1.031606527478119,0.1111111111111111,0
45,Yes,Travel_Rarely,1449,Sales,2,3,Marketing,1,Female,94,1,5,Manager,2,Single,18824,2493,2,Yes,16,3,1,0,26,2,3,24,10,1,11,1,36-45,High,11+ years,0,23,0.4166666666666667,0.4583333333333333,0.9230769230769232,1,1.75,0.9808342319646952,0.07407407407407407,0
55,No,Non-Travel,177,Research & Development,8,1,Medical,4,Male,37,2,4,Healthcare Representative,2,Divorced,13577,25592,1,Yes,15,3,4,1,34,3,3,33,9,15,0,0,46-55,High,11+ years,0,18,0.2727272727272727,0.0,0.9705882352941176,1,3.25,0.8757217501997382,0.02857142857142857,0
21,Yes,Travel_Frequently,251,Research & Development,10,2,Life Sciences,1,Female,45,2,1,Laboratory Technician,3,Single,2625,25308,1,No,20,4,3,0,2,2,1,2,2,2,2,1,18-25,Low,2-3 years,1,0,1.0,1.0,1.0,0,2.0,0.941901612045239,0.3333333333333333,0
